"index","Category","ID","Name","PValue","QValueFDRBH","QValueFDRBY","QValueBonferroni","TotalGenes","GenesInTerm","GenesInQuery","GenesInTermInQuery","Source","URL","Cluster"
"1598","Coexpression","M39160","GAO_LARGE_INTESTINE_24W_C11_PANETH_LIKE_CELL",3.0229556027312e-97,6.36961936792154e-95,6.24155242650325e-94,3.05741729660234e-93,26205,324,972,128,"C8: Cell Type Signature","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GAO_LARGE_INTESTINE_24W_C11_PANETH_LIKE_CELL.html","1"
"1599","Coexpression","M8676","GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP",2.4025491579274e-95,4.95905758842403e-93,4.85935126360578e-92,2.42993821832778e-91,26205,197,972,104,"C7:IMMUNESIGDB: ImmuneSigDB","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP.html","1"
"1600","Coexpression","M39044","FAN_EMBRYONIC_CTX_BRAIN_MYELOID",5.73018035472824e-94,1.15910088215443e-91,1.1357961136591e-90,5.79550441077214e-90,26205,139,972,90,"C8: Cell Type Signature","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/FAN_EMBRYONIC_CTX_BRAIN_MYELOID.html","1"
"1601","CoexpressionAtlas","GSM854320_500","Myeloid Cells, MF.Lv, CD45+ F4/80+ CD11b+, Liver, avg-2",9.46609156072104e-147,3.7902230609127e-143,3.36283359525877e-142,3.7902230609127e-143,21234,402,966,189,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854320","1"
"1602","CoexpressionAtlas","GSM605868_500","Myeloid Cells, Mo.6C+II+.Bl, CD115+ B220- CD43+ Ly6C+ MHCIIint, Blood, avg-4",7.3338826212988e-140,1.46824330078402e-136,1.3026826702651e-135,2.93648660156804e-136,21234,408,966,185,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605868","1"
"1603","CoexpressionAtlas","GSM605878_500","Myeloid Cells, Mo.6C-II+.Bl, CD115+ B220- CD43+ Ly6C- MHCIIhi, Blood, avg-2",1.97094596417277e-124,2.63055588018259e-121,2.33393168315358e-120,7.89166764054776e-121,21234,413,966,174,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605878","1"
"1604","CoexpressionAtlas","GSM605872_500","Myeloid Cells, Mo.6C+II-.Bl, Cd115+ B220- CD43+ Ly6C+ MHCII-, Blood, avg-3",4.34149035511273e-121,4.34583184546784e-118,3.85579135961604e-117,1.73833273818714e-117,21234,411,966,171,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605872","1"
"1605","CoexpressionAtlas","GSM605875_500","Myeloid Cells, Mo.6C+II-.LN, F480+ Ly6c+ MHCII lo/+, Lymph Node, avg-3",6.39765968581202e-118,4.36206545469351e-115,3.87019445030466e-114,2.56162293819913e-114,21234,374,966,162,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605875","1"
"1606","CoexpressionAtlas","GSM854322_500","Myeloid Cells, MF.Medl.SLN, CD11b+ CD169+ F4/80+, Lymph Node, avg-2",6.53656162041985e-118,4.36206545469351e-115,3.87019445030466e-114,2.61723927281611e-114,21234,391,966,165,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854322","1"
"1607","CoexpressionAtlas","GSM854332_500","Myeloid Cells, Mo.6C-II-.BM, B220neg CD3neg CD115+ Ly-6C/Glo CD43+, Bone marrow, avg-3",7.74729628315741e-113,4.43145347396604e-110,3.93175820488271e-109,3.10201743177623e-109,21234,409,966,164,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854332","1"
"1608","CoexpressionAtlas","GSM854338_500","Myeloid Cells, GN.Arth.SynF, CD11b+ Ly6-G+, Synovial Fluid, avg-3",8.19521579454496e-110,4.10170550516975e-107,3.63919295750398e-106,3.2813644041358e-106,21234,418,966,163,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854338","1"
"1609","CoexpressionAtlas","GSM854306_500","Myeloid Cells, GN.Bl, CD11b+ Ly6-G+, Blood, avg-3",3.44610447998569e-109,1.53313359309585e-106,1.36025586621834e-105,1.37982023378627e-105,21234,409,966,161,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854306","1"
"1610","CoexpressionAtlas","GSM854329_500","Myeloid Cells, Mo.6C+II-.BM, B220neg CD3neg CD115+ Ly-6C+, Bone marrow, avg-3",1.5128401733706e-105,6.05741205417586e-103,5.3743720168287e-102,6.05741205417586e-102,21234,391,966,155,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854329","1"
"1611","CoexpressionAtlas","GSM605859_500","Myeloid Cells, MF.Thio5.II+480lo.PC, CD115+ MHC II+ F480lo SiglecF- CD11c+, Peritoneal Cavity, avg-3",1.04029648141762e-104,3.78667919236014e-102,3.35968933698315e-101,4.16534711159616e-101,21234,426,966,160,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605859","1"
"1612","CoexpressionAtlas","GSM854309_500","Myeloid Cells, GN.Thio.PC, CD11b+ Ly6-G+, Peritoneal Cavity, avg-3",3.06908580676457e-104,1.02405163085711e-101,9.08578511655346e-101,1.22886195702854e-100,21234,416,966,158,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854309","1"
"1613","CoexpressionAtlas","GSM854294_500","Myeloid Cells, DC.II+480lo.PC, F4/80lo MHC II+ CD11c+ CD115+, Peritoneal Cavity, avg-3",1.42301750220151e-101,4.38289390678066e-99,3.88867426462963e-98,5.69776207881485e-98,21234,424,966,157,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854294","1"
"1614","CoexpressionAtlas","GSM854303_500","Myeloid Cells, GN.Arth.BM, CD11b+ Ly6-G+, Bone marrow, avg-3",3.81813797553694e-101,1.09198746100357e-98,9.68853827452531e-98,1.52878244540499e-97,21234,420,966,156,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854303","1"
"1615","CoexpressionAtlas","GSM854312_500","Myeloid Cells, GN.UrAc.PC, CD11b+ Ly6-G+, Peritoneal Cavity, avg-3",1.15329212152797e-100,3.07852110306534e-98,2.73138388499179e-97,4.61778165459801e-97,21234,410,966,154,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854312","1"
"1616","CoexpressionAtlas","GSM605856_500","Myeloid Cells, MF.Thio5.II+480int.PC, CD115+ MHC II+ F480lo SiglecF- CD11c+, Peritoneal Cavity, avg-3",6.03095132474467e-100,1.50924556901735e-97,1.33906148039868e-96,2.41479291042777e-96,21234,433,966,157,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605856","1"
"1617","CoexpressionAtlas","GSM605865_500","Myeloid Cells, MF.Thio5.II-480int.PC, CD115+ MHCII- F480int SiglecF- CD11c+, Peritoneal Cavity, avg-3",4.25078276037916e-98,1.00118436309166e-95,8.88289780612974e-95,1.70201341725582e-94,21234,437,966,156,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605865","1"
"1618","CoexpressionAtlas","GSM605846_500","Myeloid Cells, GN.BM, CD11b+ Ly6-G+, Bone marrow, avg-4",2.86009851409725e-96,6.36213025024744e-94,5.64472987449773e-93,1.14518344504454e-92,21234,415,966,151,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605846","1"
"1619","CoexpressionAtlas","GSM605883_500","Myeloid Cells, Mo.6C-II-.Bl, CD115+ B220- CD43- Ly6C- MHCII-, Blood, avg-3",3.68058074070618e-95,7.75633962409871e-93,6.8817267598691e-92,1.47370452857875e-91,21234,402,966,148,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605883","1"
"1620","CoexpressionAtlas","GSM538239_500","Myeloid Cells, DC.103-11b+.Lv, CD45+ CD11c+ MHC-II + CD11b high CD103-, Liver, avg-3",3.73745758584393e-90,7.48239008685955e-88,6.63866805529471e-87,1.49647801737191e-86,21234,411,966,145,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538239","1"
"1621","CoexpressionAtlas","GSM854273_500","Myeloid Cells, DC.103-11b+F4/80lo.Kd, CD45+ CD11c+ I-A/I-E+ CD11b+ F4/80lo, Kidney, avg-3",9.18348771218882e-89,1.75098499045733e-86,1.55354211508751e-85,3.6770684799604e-85,21234,406,966,143,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854273","1"
"1622","CoexpressionAtlas","GSM605886_500","Myeloid Cells, Mo.6C-IIint.Bl, CD115+ B220- CD43- Ly6C- MHCIIint, Blood, avg-5",1.13883206730673e-88,2.07267436249826e-86,1.8389574614013e-85,4.55988359749617e-85,21234,400,966,142,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605886","1"
"1623","CoexpressionAtlas","GSM854276_500","Myeloid Cells, DC.11cloSer.Salm3.SI, CD45+ MHCII+ Gr1- CD11c-lo CD11b+, Small Intestine, avg-4",2.98233824749495e-88,5.19186188824773e-86,4.60642218126835e-85,1.19412823429698e-84,21234,364,966,136,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854276","1"
"1624","CoexpressionAtlas","GSM854258_500","Myeloid Cells, DC.103-11b+.Salm3.SI, CD45+ MHCII+ Gr1- CD11c-hi CD11b+ CD103- F480+, Small Intestine, avg-4",1.62273382974922e-87,2.70726093929828e-85,2.40198740060744e-84,6.49742625431586e-84,21234,368,966,136,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854258","1"
"1625","CoexpressionAtlas","GSM854271_500","Myeloid Cells, DC.103-11b+24-.Lu, MHCII+ CD11c+ CD103- CD11b+ CD24-, Lung, avg-2",5.07917510324033e-83,8.13480684534971e-81,7.21751762649441e-80,2.03370171133743e-79,21234,414,966,139,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854271","1"
"1626","CoexpressionAtlas","GSM854280_500","Myeloid Cells, DC.11cloSer.SI, CD45+ MHCII+ CD11c-lo CD11b+, Small Intestine, avg-5",2.09445317459316e-81,3.22545788887347e-79,2.86175192712384e-78,8.38619051107102e-78,21234,377,966,132,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854280","1"
"1627","CoexpressionAtlas","GSM538282_500","Myeloid Cells, MF.Lu, CD11chi CD11b- CD103- MHCII- SiglecF+, Lung, avg-3",4.73723184573555e-77,6.82793179470939e-75,6.05800715587834e-74,1.89678763103252e-73,21234,425,966,135,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538282","1"
"1628","CoexpressionAtlas","GSM854269_500","Myeloid Cells, DC.103-11b+24+.Lu, MHCII+ CD11c+ CD103- CD11b+ CD24+, Lung, avg-2",4.77477747881776e-77,6.82793179470939e-75,6.05800715587834e-74,1.91182090251863e-73,21234,404,966,132,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854269","1"
"1629","CoexpressionAtlas","GSM605862_500","Myeloid Cells, MF.Thio5.II-480hi.PC, CD115+ MHC II- F480hi Siglec F-, Peritoneal Cavity, avg-3",9.094627541202e-76,1.25568581637837e-73,1.11409338726104e-72,3.64148886749728e-72,21234,441,966,136,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605862","1"
"1630","CoexpressionAtlas","GSM605850_500","Myeloid Cells, MF.II-480hi.PC, F4/80hi CD115hi CD11b+ MHC II- CD11c-, Peritoneal Cavity, avg-3",3.65579531109661e-75,4.87926814187694e-73,4.32907682848313e-72,1.46378044256308e-71,21234,438,966,135,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605850","1"
"1631","CoexpressionAtlas","GSM854315_500","Myeloid Cells, MF.169+11chi.SLN, CD11b+ CD169+ CD11chigh, Lymph Node, avg-2",1.20162062961429e-74,1.55202870999214e-72,1.37702035022469e-71,4.81128900097563e-71,21234,385,966,127,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854315","1"
"1632","CoexpressionAtlas","GSM538245_500","Myeloid Cells, DC.4+.SLN, CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue, Lymph Node, avg-3",1.99691593274702e-73,2.4986410608497e-71,2.21689171504725e-70,7.99565139471905e-70,21234,407,966,129,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538245","1"
"1633","CoexpressionAtlas","GSM854232_500","Myeloid Cells, DC.103+11b+.Salm3.SI, CD45+ MHCII+ Gr1- CD11c-hi CD11b+ CD103+ F480-, Small Intestine, avg-5",2.94353493995382e-70,3.5714890604773e-68,3.16876426654956e-67,1.17859138995751e-66,21234,379,966,122,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854232","1"
"1634","CoexpressionAtlas","GSM605823_500","Myeloid Cells, DC.103-11b+.PolyIC.Lu, CD45 MHCII CD11c CD103 CD11b, Lung, avg-3",4.99040492118318e-70,5.87693567776984e-68,5.21424634296332e-67,1.99815813044175e-66,21234,409,966,126,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605823","1"
"1635","CoexpressionAtlas","GSM854262_500","Myeloid Cells, DC.103-11b+.SI, CD45+ MHCII+ CD11c-hi CD11b+ CD103- F4/80+, Small Intestine, avg-7",5.8763110468392e-70,6.72249983758404e-68,5.96446381509416e-67,2.35287494315441e-66,21234,381,966,122,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854262","1"
"1636","CoexpressionAtlas","GSM538265_500","Myeloid Cells, DC.8-4-11b+.Sp, CD11b CD4 CD45 CD11c CD8a, Spleen, avg-1",6.07157536205841e-69,6.7529410415783e-67,5.99147243749629e-66,2.43105877496819e-65,21234,395,966,123,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538265","1"
"1637","CoexpressionAtlas","GSM605853_500","Myeloid Cells, MF.RP.Sp, F4/80hi CD11blo CD11c- autofluorescent, Spleen, avg-3",7.90591694458361e-69,8.55548417462508e-67,7.59075894578243e-66,3.16552914461128e-65,21234,403,966,124,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605853","1"
"1638","CoexpressionAtlas","GSM854237_500","Myeloid Cells, DC.103+11b+.SI, CD45+ MHCII+ CD11c-hi CD11b+ CD103+ F4/80-lo, Small Intestine, avg-4",1.22027390356311e-65,1.28578334470176e-63,1.14079708721577e-62,4.88597670986668e-62,21234,375,966,117,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854237","1"
"1639","CoexpressionAtlas","GSM605839_500","Myeloid Cells, DC.8-4-11b-.Sp, CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 C, Spleen, avg-1",1.46055249499238e-65,1.49950056152551e-63,1.33041533001308e-62,5.84805218994948e-62,21234,412,966,122,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605839","1"
"1640","CoexpressionAtlas","GSM538249_500","Myeloid Cells, DC.4+.Sp, CD11b CD11c CD45 CD8a CD4, Spleen, avg-3",2.04509316430615e-65,2.04713825747046e-63,1.81630083394179e-62,8.18855302988183e-62,21234,391,966,119,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538249","1"
"1641","CoexpressionAtlas","GSM605826_500","Myeloid Cells, DC.4+.Sp, CD11b CD4 CD45 CD11c CD8a, Spleen, avg-1",1.67565261008574e-64,1.63641781726422e-62,1.45189365463124e-61,6.70931305078332e-61,21234,383,966,117,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605826","1"
"1642","CoexpressionAtlas","GSM538266_500","Myeloid Cells, DC.8-4-11b+.Sp, CD11b CD11c CD45 CD8a CD4, Spleen, avg-2",1.88717625510606e-63,1.79910802986778e-61,1.59623875088827e-60,7.55625372544468e-60,21234,376,966,115,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538266","1"
"1643","CoexpressionAtlas","GSM854326_500","Myeloid Cells, MF.Microglia.CNS, CD45low CD11b+ F4/80+, Brain, avg-3",2.24161617458362e-63,2.08730957279833e-61,1.85194239027747e-60,8.9754311630328e-60,21234,406,966,119,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854326","1"
"1644","CoexpressionAtlas","GSM538248_500","Myeloid Cells, DC.4+.Sp, CD11b CD45 CD4 CD11c CD8a, Spleen, avg-1",1.28548962087971e-62,1.16979555500054e-60,1.0378882004356e-59,5.14710044200236e-59,21234,382,966,115,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538248","1"
"1645","CoexpressionAtlas","GSM605837_500","Myeloid Cells, DC.8-4-11b-.Sp, CD45-APC CD11b-FITC CD11c-eFluor780 CD4-PE CD8a-eF, Spleen, avg-2",1.41458458765305e-62,1.25866593088062e-60,1.11673746097512e-59,5.6639966889628e-59,21234,375,966,114,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM605837","1"
"1646","CoexpressionAtlas","GSM538242_500","Myeloid Cells, DC.4+.MLN, CD11b-FITC CD4-PE CD11c-Alexa750 CD8a-PacificBlue, Lymph Node, avg-3",3.34769561023233e-61,2.91395070073266e-59,2.58537061114075e-58,1.34041732233702e-57,21234,400,966,116,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538242","1"
"1647","CoexpressionAtlas","GSM538258_500","Myeloid Cells, DC.8+.Sp, CD11b CD4 CD45 CD11c CD8a, Spleen, avg-2",1.06722222257053e-52,9.09182506206896e-51,8.06662148100031e-50,4.27315777917241e-49,21234,407,966,108,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538258","1"
"1648","CoexpressionAtlas","GSM538231_500","Myeloid Cells, DC.103+11b-.Lu, CD11chi CD11b low CD103+ MHCII+ SiglecF-, Lung, avg-3",1.08504647512627e-51,9.05109601334498e-50,8.03048508186211e-49,4.34452608640559e-48,21234,424,966,109,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM538231","1"
"1649","CoexpressionAtlas","GSM854287_500","Myeloid Cells, DC.8-4-11b+.SLN, CD11b-FITC CD4-PE CD11c-eFluor780 CD8a-eFluor450 C, Lymph Node, avg-1",7.39935086784336e-51,6.04632670915201e-49,5.36453666675505e-48,2.96270008748448e-47,21234,407,966,106,"Immgen.org, GSE15907","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM854287","1"
"1650","CoexpressionAtlas","PP_GMP_1000","PP_GMP_top-relative-expression-ranked_1000",1.32330255576331e-50,1.05970068665526e-48,9.40207743114983e-48,5.2985034332763e-47,21234,983,966,165,"PCBC","http://www.progenitorcells.org/","1"
"1651","ToppCell","dc9770e8e7e8fd46ce504d166a977d9707c14d42","Control-Control-Myeloid|Control / Disease, condition lineage and cell class",1.37844315189708e-321,4.2107302961e-317,4.59148717375684e-316,4.2107302961e-317,44952,200,973,194,"Integration of immune-mediated diseases (COVID-19 + Influenza + Sepsis + Multiple Sclerosis)","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/PBMC Atlas/disease comparison/Output by Disease by Condition by Lineage by Cell class_v2/dc9770e8e7e8fd46ce504d166a977d9707c14d42/morpheus","1"
"1652","ToppCell","97fb2599b353ef9899cd391122a189f1583fa4a6","Control-Control-Myeloid-CD14+_Monocyte|Control / Disease, condition lineage and cell class",2.15463510348305e-318,3.29088192505781e-314,3.58846117166111e-313,6.58176385060968e-314,44952,200,973,193,"Integration of immune-mediated diseases (COVID-19 + Influenza + Sepsis + Multiple Sclerosis)","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/PBMC Atlas/disease comparison/Output by Disease by Condition by Lineage by Cell class_v2/97fb2599b353ef9899cd391122a189f1583fa4a6/morpheus","1"
"1653","ToppCell","171ccbd498774911143d55a27feeec745a0a7122","control-Classical_Monocyte|control / Cohort 1 (10x PBMC) with disease condition, cell group and cell class",1.19144518432735e-316,1.21316920152159e-312,1.32287048674092e-311,3.63950760456476e-312,44952,199,973,192,"PBMC Atlas of COVID-19 Patients (Schulte-Schrepping et al.)","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/Covid-19_PBMC_Schulte-Schrepping et al._Cell/10x_PBMC/Output by Disease condition by Cell group by Cell class/171ccbd498774911143d55a27feeec745a0a7122/morpheus","1"
"1654","ToppCell","d3c1ffb8f40d4f14b3dc9dd08c7cd73376bf9f65","PBMC-Control-Myeloid-Classical_Monocyte|Control / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.09)",6.57883716333065e-315,2.51204673535339e-311,2.73919951425128e-310,2.00963738828262e-310,44952,198,973,191,"Integration of Multiple Sampling Location of COVID-19 Patients","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/All/Output by Location by disease.group_v3 by Lineage by Cell.group by Cell.class_v2 by sub_cluster-2/d3c1ffb8f40d4f14b3dc9dd08c7cd73376bf9f65/morpheus","1"
"1655","ToppCell","7ee8a3ea7ece300fcb8523561770a792a6c3ebd8","PBMC-Control-Myeloid-Classical_Monocyte-Classical_Monocyte|Control / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.01)",6.57883716333065e-315,2.51204673535339e-311,2.73919951425128e-310,2.00963738828262e-310,44952,198,973,191,"Integration of Multiple Sampling Location of COVID-19 Patients","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/All/Output by Location by disease.group_v3 by Lineage by Cell.group by Cell.class_v2 by sub_cluster/7ee8a3ea7ece300fcb8523561770a792a6c3ebd8/morpheus","1"
"1656","ToppCell","2b361d531c16e7a2d4cf676abb4421035d9bfe6e","Control-Myeloid-Classical_Monocyte|Control / Disease group, lineage and cell class",6.57883716333065e-315,2.51204673535339e-311,2.73919951425128e-310,2.00963738828262e-310,44952,198,973,191,"Integration of 5 COVID-19 PBMC Datasets","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/PBMC Atlas/integration/Output by disease.group_v2 by Lineage by Cell.class-2/2b361d531c16e7a2d4cf676abb4421035d9bfe6e/morpheus","1"
"1657","ToppCell","9411067b96eca5e6f1a241f3e9419f78d0448214","PBMC-Control-Myeloid-Classical_Monocyte|Control / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.01)",6.57883716333065e-315,2.51204673535339e-311,2.73919951425128e-310,2.00963738828262e-310,44952,198,973,191,"Integration of Multiple Sampling Location of COVID-19 Patients","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/All/Output by Location by disease.group_v3 by Lineage by Cell.group by Cell.class_v2 by sub_cluster/9411067b96eca5e6f1a241f3e9419f78d0448214/morpheus","1"
"1658","ToppCell","f7182ab009e8119268d1be5d3ccff516af8732e8","PBMC-Control-Myeloid-Classical_Monocyte-Classical_Monocyte|Control / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.09)",6.57883716333065e-315,2.51204673535339e-311,2.73919951425128e-310,2.00963738828262e-310,44952,198,973,191,"Integration of Multiple Sampling Location of COVID-19 Patients","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/All/Output by Location by disease.group_v3 by Lineage by Cell.group by Cell.class_v2 by sub_cluster-2/f7182ab009e8119268d1be5d3ccff516af8732e8/morpheus","1"
"1659","ToppCell","eaa7061db4e55fe6bf68cc356509e101c749d817","PBMC-Control-Myeloid|Control / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.09)",1.60803999309154e-313,4.09339980574729e-310,4.46354703586455e-309,4.91207976689673e-309,44952,199,973,191,"Integration of Multiple Sampling Location of COVID-19 Patients","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/All/Output by Location by disease.group_v3 by Lineage by Cell.group by Cell.class_v2 by sub_cluster-2/eaa7061db4e55fe6bf68cc356509e101c749d817/morpheus","1"
"1660","ToppCell","af3a80dbf5e0306b80f420fd41f1aaed81fe9c46","Healthy_donor-Classical_Monocyte|Healthy_donor / disease group, cell group and cell class (v2)",1.60803999309154e-313,4.09339980574729e-310,4.46354703586455e-309,4.91207976689673e-309,44952,199,973,191,"PBMC Atlas of COVID-19 and Influenza Patients (Lee et al.)","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/Covid-19_PBMC_Lee et al._Science Immunology/Output by disease group by Cell group by Cell class-3/af3a80dbf5e0306b80f420fd41f1aaed81fe9c46/morpheus","1"
"1661","ToppCell","4e8c7445d32fd2b7a50524dcd52141e76850c3df","Healthy/Control-Classical_Monocyte|Healthy/Control / Disease group and Cell class",1.60803999309154e-313,4.09339980574729e-310,4.46354703586455e-309,4.91207976689673e-309,44952,199,973,191,"Influenza Atlas","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/PBMC Atlas/influenza/Output by disease.group_v2 by Cell.class/4e8c7445d32fd2b7a50524dcd52141e76850c3df/morpheus","1"
"1662","ToppCell","afd57bed57e6bd63eb4e7cbbe36f75f15befc4e0","PBMC-Control-Myeloid|Control / Location, Disease Group, Cell group, Cell class and sub_cluster (2021.03.01)",1.60803999309154e-313,4.09339980574729e-310,4.46354703586455e-309,4.91207976689673e-309,44952,199,973,191,"Integration of Multiple Sampling Location of COVID-19 Patients","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/All/Output by Location by disease.group_v3 by Lineage by Cell.group by Cell.class_v2 by sub_cluster/afd57bed57e6bd63eb4e7cbbe36f75f15befc4e0/morpheus","1"
"1663","ToppCell","5c9d29426f8b4cc813174378a3aefc18a1ae00cc","Control-Myeloid|Control / Disease group, lineage and cell class",1.91661511629954e-310,4.50360322750785e-307,4.9108432576336e-306,5.8546841957602e-306,44952,199,973,190,"Integration of 5 COVID-19 PBMC Datasets","https://toppcell.cchmc.org/biosystems/go/index3/get/data for toppcell/covid19 Atlas/PBMC Atlas/integration/Output by disease.group_v2 by Lineage by Cell.class-2/5c9d29426f8b4cc813174378a3aefc18a1ae00cc/morpheus","1"
